step,"time, s",x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80,x81,y81,x82,y82,x83,y83,x84,y84,x85,y85,x86,y86,x87,y87,x88,y88,x89,y89,x90,y90,x91,y91,x92,y92,x93,y93,x94,y94,x95,y95,x96,y96,x97,y97,x98,y98,x99,y99
172,0.000010,-4.161638,9.291741,-1.353038,13.403480,-2.398311,1.501696,0.723616,0.050095,-62.411125,-1.022239,-0.049132,2.804465,-49.589811,-12830.432941,-44.948453,0.431443,-0.604869,-1.519211,-5028.042281,0.311286,0.838579,-2.012334,1.633164,-1.887054,-1.818319,0.349601,-1.439952,30.970838,3.408507,-35.671857,-1.532519,-2.885556,1.280970,-9.916620,-1.118036,1826.576917,-1.012829,4.844622,-340.868672,-3.097713,90.073915,5.967452,3.453405,-8.411477,1.908701,-0.437165,214.706812,17.218397,9.970020,-39.621684,1.439536,-1.197167,1.508295,-7.223898,2.371953,-17.668432,10.815560,-353.416455,-18.721936,1.656613,2.997608,-111.434947,3.050492,-17.608787,-2.773786,4.509663,-35.642437,-0.826407,44.428268,35.871874,7.018867,3.604164,-2.010636,-9.526162,0.467888,-2156.076162,500.643770,5.452029,37.850133,14.054341,3.129788,2.294404,4.995345,-1.284588,3207.325569,-1.873875,35.425869,-5.782966,6106.109841,3.297126,0.772354,43.429085,0.685239,0.614695,-1.449737,18.931886,9.738221,5.205390,0.236951,0.954704,-3.949502,-8.682487,129.249386,-2.043590,1.755211,-9.426641,-0.747251,-12.938274,92.189222,-5.981573,-1.747593,-0.754600,7.953561,4.968128,11.497432,-6.547178,-0.667481,-0.383509,11.933022,26.384033,18.261410,1.594225,-4.080991,-3.326787,-2.927817,14281.741880,2.078240,7.779018,-96.374406,19.471898,-120.344777,-1.667831,0.314983,-1.308949,-5.854109,2.192294,-4.744139,0.649315,2.424516,28.880677,8.717901,7.131933,-76.879869,2.958089,-1.246102,-2.096561,1.042080,-1.577778,0.591669,-1.669125,0.019737,5.714509,-194.110200,-3.970045,-2274.820433,-2.823723,-9.230695,5.114755,1.997274,2.661586,-0.439387,0.232481,-2.842324,4.098017,-0.891866,-4.038890,3.344400,16.439371,-20.212570,2.739674,0.965777,12.028590,0.908187,-23.182666,-2.545815,11.009407,55.789493,-5.318090,-0.773686,-0.398328,-2.350342,-1.765240,-55.964296,-1.709665,0.507534,3.385821,-1.624828,1.741569,4.941178,2.086714,-2.073965,728.324625,-5.050851,1.332046,25.091525,-10.327253,-32.980023,5.803586,-8.037468,-10.091257
173,0.000010,-4.161467,9.291740,-1.353045,13.403482,-2.397729,1.501964,0.723051,0.050152,-62.411125,-1.022304,-0.048895,2.804287,-49.589811,-12830.432941,-44.948453,0.431198,-0.605091,-1.519821,-5028.042281,0.312140,0.838592,-2.013300,1.633087,-1.884643,-1.818179,0.348983,-1.444047,30.970838,3.409226,-35.671857,-1.532570,-2.885440,1.280996,-9.916636,-1.117970,1826.576917,-1.012888,4.844668,-340.868672,-3.097704,90.073916,5.967369,3.452755,-8.411492,1.908689,-0.436581,214.706812,17.218397,9.970012,-39.621684,1.439631,-1.197296,1.508022,-7.223897,2.372325,-17.667966,10.815560,-353.416455,-18.721936,1.656338,2.998285,-111.434947,3.050581,-17.608905,-2.773843,4.509675,-35.642436,-0.826320,44.428267,35.871874,7.018867,3.604143,-2.010758,-9.526136,0.468244,-2156.076162,500.643770,5.452043,37.850133,14.054338,3.129526,2.294347,4.996043,-1.285843,3207.325569,-1.883106,35.425869,-5.782996,6106.109841,3.297169,0.771807,43.429085,0.685931,0.615132,-1.449049,18.931890,9.738234,5.205329,0.237119,0.954682,-3.949581,-8.682467,129.249386,-2.043588,1.755087,-9.426724,-0.747888,-12.938273,92.189221,-5.981541,-1.747764,-0.754681,7.953561,4.968105,11.497434,-6.547172,-0.667462,-0.385922,11.933018,26.384033,18.261409,1.594594,-4.081134,-3.326749,-2.927766,14281.741880,2.078183,7.779014,-96.374406,19.471897,-120.344777,-2.426824,0.315067,-1.308225,-5.854105,2.192355,-4.744129,0.648051,2.424357,28.880677,8.717901,7.131930,-76.879869,2.958053,-1.246089,-2.096083,1.041833,-1.578015,0.591805,-0.988840,0.019654,5.714709,-194.110200,-3.970275,-2274.820433,-2.823894,-9.230694,5.114796,1.997259,2.661723,-0.439430,0.232768,-2.842452,4.098015,-0.891893,-4.038730,3.344773,16.439371,-20.212569,2.739761,0.965536,12.028589,0.908423,-23.182666,-2.545739,11.009407,55.789493,-5.318096,-0.773077,-0.395278,-2.350723,-1.764664,-55.964296,-1.708613,0.506970,3.385708,-1.624799,1.741265,4.940774,2.086754,-2.073761,728.324625,-5.050839,1.332114,25.091525,-10.327232,-32.980023,5.803495,-8.037468,-10.091225
174,0.000010,-4.161294,9.291739,-1.353053,13.403483,-2.397122,1.502232,0.722402,0.050208,-62.411125,-1.021229,-0.048656,2.804108,-49.589811,-12830.432941,-44.948453,0.430953,-0.605316,-1.520326,-5028.042281,0.313069,0.838606,-2.014368,1.633011,-1.721013,-1.818038,0.348298,-1.459726,30.970837,3.409995,-35.671857,-1.532622,-2.885318,1.281023,-9.916652,-1.117904,1826.576917,-1.012947,4.844715,-340.868672,-3.097694,90.073916,5.967285,3.452066,-8.411508,1.908678,-0.436008,214.706812,17.218397,9.970003,-39.621684,1.439728,-1.197385,1.507745,-7.223895,2.372705,-17.667492,10.815559,-353.416455,-18.721936,1.656053,2.998977,-111.434947,3.050669,-17.609024,-2.773901,4.509687,-35.642436,-0.826277,44.428267,35.871874,7.018866,3.604121,-2.010881,-9.526111,0.468612,-2156.076162,500.643770,5.452056,37.850132,14.054335,3.129261,2.294289,4.995837,-1.287335,3207.325569,-2.568794,35.425869,-5.783027,6106.109841,3.297212,0.771254,43.429085,0.686689,0.615624,-1.446415,18.931895,9.738247,5.205268,0.237287,0.954660,-3.949661,-8.682448,129.249386,-2.043611,1.754962,-9.426807,-0.748599,-12.938272,92.189221,-5.981510,-1.747937,-0.754782,7.953560,4.968081,11.497437,-6.547165,-0.667442,-0.391712,11.933015,26.384033,18.261409,1.594972,-4.081279,-3.326711,-2.927715,14281.741880,2.078127,7.779011,-96.374406,19.471895,-120.344777,-2.445778,0.315151,-1.307348,-5.854102,2.192416,-4.744119,0.646659,2.424195,28.880677,8.717900,7.131927,-76.879869,2.958016,-1.246076,-2.095620,1.041586,-1.577956,0.591942,-0.972461,0.019570,5.714910,-194.110200,-3.970507,-2274.820433,-2.824061,-9.230693,5.114838,1.997243,2.661860,-0.439474,0.233054,-2.842581,4.098013,-0.891920,-4.038568,3.345146,16.439371,-20.212568,2.739848,0.965287,12.028589,0.908664,-23.182666,-2.545664,11.009407,55.789493,-5.318102,-0.772403,-0.387160,-2.351120,-1.764327,-55.964296,-1.708972,0.506361,3.385593,-1.624770,1.740960,4.940885,2.086795,-2.073556,728.324625,-5.050827,1.332182,25.091525,-10.327210,-32.980023,5.803403,-8.037467,-10.091193
175,0.000009,-4.161120,9.291738,-1.353060,13.403485,-2.396488,1.502501,0.721664,0.050264,-62.411124,-1.020725,-0.048415,2.803926,-49.589811,-12830.432941,-44.948453,0.430708,-0.605541,-1.520863,-5028.042281,0.314092,0.838623,-2.015628,1.632935,-1.708598,-1.817895,0.347533,-1.457973,30.970837,3.410822,-35.671857,-1.532673,-2.885191,1.281049,-9.916668,-1.117837,1826.576917,-1.013007,4.844761,-340.868672,-3.097682,90.073916,5.967202,3.451331,-8.411523,1.908666,-0.435428,214.706812,17.218396,9.969995,-39.621684,1.439826,-1.197480,1.507464,-7.223894,2.373093,-17.667008,10.815559,-353.416455,-18.721937,1.655760,2.999685,-111.434947,3.050756,-17.609146,-2.773959,4.509700,-35.642436,-0.826247,44.428267,35.871874,7.018866,3.604100,-2.011007,-9.526086,0.468994,-2156.076162,500.643770,5.452070,37.850132,14.054332,3.128992,2.294231,4.995607,-1.289255,3207.325569,-2.585865,35.425869,-5.783057,6106.109841,3.297255,0.770694,43.429085,0.687513,0.616186,-1.446708,18.931899,9.738261,5.205207,0.237456,0.954638,-3.949740,-8.682428,129.249386,-2.043700,1.754837,-9.426890,-0.749407,-12.938272,92.189221,-5.981478,-1.748113,-0.754888,7.953560,4.968058,11.497439,-6.547158,-0.667419,-0.368684,11.933011,26.384033,18.261409,1.595361,-4.081426,-3.326673,-2.927664,14281.741880,2.078070,7.779008,-96.374406,19.471893,-120.344777,-2.446264,0.315235,-1.306277,-5.854099,2.192477,-4.744108,0.645099,2.424029,28.880676,8.717900,7.131923,-76.879869,2.957980,-1.246063,-2.095184,1.041337,-1.577945,0.592078,-0.972352,0.019484,5.715112,-194.110200,-3.970743,-2274.820433,-2.824224,-9.230692,5.114880,1.997228,2.661998,-0.439517,0.233339,-2.842711,4.098011,-0.891947,-4.038405,3.345517,16.439371,-20.212567,2.739937,0.965030,12.028588,0.908911,-23.182666,-2.545588,11.009407,55.789493,-5.318108,-0.771644,-0.422300,-2.351534,-1.762983,-55.964295,-1.720485,0.505704,3.385479,-1.624740,1.740654,4.941011,2.086836,-2.073348,728.324625,-5.050815,1.332250,25.091525,-10.327188,-32.980023,5.803310,-8.037466,-10.091161
176,0.000010,-4.160945,9.291737,-1.353068,13.403487,-2.395821,1.502769,0.720816,0.050320,-62.411124,-1.020227,-0.048171,2.803744,-49.589811,-12830.432941,-44.948453,0.430463,-0.605769,-1.521413,-5028.042281,0.315234,0.838643,-2.017002,1.632859,-1.717826,-1.817751,0.346663,-1.454901,30.970836,3.411720,-35.671857,-1.532725,-2.885062,1.281076,-9.916685,-1.117771,1826.576917,-1.013068,4.844807,-340.868672,-3.097670,90.073917,5.967118,3.450541,-8.411538,1.908654,-0.432444,214.706812,17.218396,9.969986,-39.621684,1.439926,-1.197574,1.507178,-7.223892,2.373490,-17.666513,10.815558,-353.416455,-18.721937,1.655457,3.000409,-111.434947,3.050841,-17.609271,-2.774017,4.509712,-35.642436,-0.826217,44.428267,35.871874,7.018865,3.604078,-2.011134,-9.526060,0.469392,-2156.076162,500.643770,5.452084,37.850132,14.054329,3.128722,2.294173,4.995373,-1.291980,3207.325569,-2.586240,35.425870,-5.783088,6106.109841,3.297298,0.770129,43.429085,0.688422,0.616847,-1.447223,18.931904,9.738274,5.205146,0.237625,0.954616,-3.949820,-8.682409,129.249386,-2.043792,1.754712,-9.426973,-0.750345,-12.938271,92.189220,-5.981446,-1.748292,-0.754995,7.953560,4.968034,11.497441,-6.547151,-0.667395,-0.368384,11.933007,26.384033,18.261409,1.595760,-4.081574,-3.326634,-2.927613,14281.741880,2.078014,7.779005,-96.374406,19.471891,-120.344777,-2.446282,0.315318,-1.304834,-5.854096,2.192539,-4.744098,0.643311,2.423859,28.880676,8.717899,7.131920,-76.879869,2.957944,-1.246050,-2.094740,1.041088,-1.577935,0.592213,-0.972654,0.019398,5.715316,-194.110200,-3.970981,-2274.820433,-2.824387,-9.230691,5.114922,1.997213,2.662136,-0.439561,0.233623,-2.842842,4.098009,-0.891975,-4.038239,3.345889,16.439371,-20.212566,2.740027,0.964764,12.028587,0.909166,-23.182666,-2.545513,11.009407,55.789493,-5.318114,-0.770770,-0.425653,-2.351968,-1.761633,-55.964295,-1.709970,0.504990,3.385364,-1.624711,1.740347,4.941138,2.086877,-2.073138,728.324625,-5.050803,1.332317,25.091525,-10.327167,-32.980023,5.803215,-8.037465,-10.091129
177,0.000010,-4.160769,9.291736,-1.353075,13.403489,-2.395120,1.503038,0.719824,0.050375,-62.411124,-1.019709,-0.047925,2.803559,-49.589811,-12830.432941,-44.948453,0.430219,-0.605998,-1.521974,-5028.042281,0.316533,0.838665,-2.018512,1.632783,-1.697626,-1.817606,0.345657,-1.448235,30.970836,3.412703,-35.671857,-1.532778,-2.884932,1.281103,-9.916701,-1.117704,1826.576917,-1.013128,4.844854,-340.868672,-3.097658,90.073917,5.967035,3.449684,-8.411553,1.908643,-0.421675,214.706812,17.218396,9.969977,-39.621684,1.440027,-1.197668,1.506888,-7.223891,2.373897,-17.666008,10.815558,-353.416455,-18.721937,1.655143,3.001150,-111.434947,3.050924,-17.609398,-2.774074,4.509724,-35.642435,-0.826186,44.428267,35.871873,7.018864,3.604056,-2.011263,-9.526035,0.469808,-2156.076162,500.643770,5.452097,37.850132,14.054327,3.128448,2.294115,4.995136,-1.296872,3207.325569,-2.586198,35.425870,-5.783118,6106.109841,3.297341,0.769559,43.429085,0.689437,0.617649,-1.448342,18.931909,9.738287,5.205084,0.237794,0.954594,-3.949900,-8.682389,129.249386,-2.043883,1.754587,-9.427057,-0.751472,-12.938270,92.189220,-5.981415,-1.748473,-0.755102,7.953560,4.968010,11.497443,-6.547145,-0.667369,-0.368639,11.933004,26.384033,18.261408,1.596171,-4.081724,-3.326595,-2.927562,14281.741880,2.077957,7.779002,-96.374406,19.471890,-120.344777,-2.446288,0.315402,-1.302382,-5.854093,2.192601,-4.744087,0.641189,2.423687,28.880676,8.717899,7.131917,-76.879869,2.957908,-1.246037,-2.094287,1.040839,-1.577922,0.592347,-0.972977,0.019310,5.715522,-194.110200,-3.971222,-2274.820433,-2.824552,-9.230690,5.114964,1.997198,2.662274,-0.439604,0.233905,-2.842974,4.098007,-0.892003,-4.038072,3.346258,16.439372,-20.212565,2.740118,0.964489,12.028586,0.909427,-23.182665,-2.545438,11.009407,55.789492,-5.318120,-0.769730,-0.435694,-2.352424,-1.760218,-55.964295,-1.736351,0.504211,3.385249,-1.624681,1.740039,4.941267,2.086918,-2.072926,728.324625,-5.050790,1.332385,25.091524,-10.327145,-32.980023,5.803120,-8.037465,-10.091097
178,0.000010,-4.160591,9.291735,-1.353082,13.403491,-2.394378,1.503307,0.718634,0.050431,-62.411124,-1.019171,-0.047677,2.803373,-49.589811,-12830.432941,-44.948453,0.429975,-0.606229,-1.522547,-5028.042281,0.318053,0.838689,-2.020199,1.632707,-1.698201,-1.817460,0.344457,-35.573800,30.970836,3.413793,-35.671857,-1.532831,-2.884800,1.281129,-9.916717,-1.117636,1826.576917,-1.013189,4.844900,-340.868672,-3.097646,90.073917,5.966951,3.448744,-8.411568,1.908632,-0.423624,214.706812,17.218396,9.969969,-39.621684,1.440131,-1.197761,1.506593,-7.223889,2.374313,-17.665491,10.815557,-353.416455,-18.721937,1.654818,3.001911,-111.434947,3.051005,-17.609528,-2.774132,4.509737,-35.642435,-0.826155,44.428267,35.871873,7.018864,3.604035,-2.011394,-9.526009,0.470246,-2156.076162,500.643770,5.452111,37.850132,14.054324,3.128171,2.294057,4.994896,-1.323928,3207.325569,-2.586146,35.425870,-5.783149,6106.109841,3.297385,0.768986,43.429085,0.690595,0.618682,4.282790,18.931913,9.738301,5.205023,0.237964,0.954572,-3.949979,-8.682370,129.249386,-2.043973,1.754461,-9.427140,-0.752900,-12.938269,92.189220,-5.981383,-1.748658,-0.755209,7.953559,4.967986,11.497446,-6.547138,-0.667340,-0.368921,11.933000,26.384033,18.261408,1.596593,-4.081876,-3.326557,-2.927511,14281.741880,2.077901,7.778999,-96.374406,19.471888,-120.344777,-2.446294,0.315485,-1.289618,-5.854090,2.192663,-4.744077,0.638525,2.423510,28.880676,8.717898,7.131914,-76.879869,2.957872,-1.246024,-2.093825,1.040588,-1.577913,0.592481,-0.973311,0.019222,5.715729,-194.110200,-3.971466,-2274.820433,-2.824719,-9.230688,5.115006,1.997183,2.662412,-0.439648,0.234186,-2.843107,4.098005,-0.892031,-4.037902,3.346626,16.439372,-20.212565,2.740210,0.964205,12.028586,0.909695,-23.182665,-2.545363,11.009407,55.789492,-5.318125,-0.768423,-0.433407,-2.352906,-1.757438,-55.964295,-1.738243,0.503356,3.385133,-1.624651,1.739731,4.941399,2.086959,-2.072711,728.324625,-5.050778,1.332453,25.091524,-10.327123,-32.980023,5.803024,-8.037464,-10.091065
179,0.000010,-4.160412,9.291734,-1.353040,13.403493,-2.393590,1.503576,0.717160,0.050487,-62.411124,-1.018609,-0.047426,2.803185,-49.589811,-12830.432941,-44.948453,0.429732,-0.606462,-1.523132,-5028.042281,0.319910,0.838715,-2.022121,1.632631,-1.699281,-1.817316,0.342964,-36.427011,30.970835,3.415020,-35.671857,-1.532948,-2.884667,1.281156,-9.916734,-1.117565,1826.576917,-1.013249,4.844947,-340.868672,-3.097635,90.073918,5.966867,3.447697,-8.411583,1.908620,-0.428508,214.706812,17.218396,9.969960,-39.621683,1.440236,-1.197862,1.506293,-7.223887,2.374740,-17.664963,10.815557,-353.416455,-18.721937,1.654481,3.002691,-111.434947,3.051084,-17.609661,-2.774191,4.509749,-35.642421,-0.826123,44.428267,35.871873,7.018863,3.604013,-2.011529,-9.525983,0.470710,-2156.076162,500.643770,5.452124,37.850131,14.054321,3.127891,2.293998,4.994651,-1.323853,3207.325569,-2.586094,35.425870,-5.783180,6106.109841,3.297428,0.768412,43.429085,0.691960,0.620164,4.426062,18.931918,9.738314,5.204961,0.238134,0.954550,-3.950059,-8.682350,129.249386,-2.044059,1.754336,-9.427224,-0.754899,-12.938268,92.189219,-5.981351,-1.748850,-0.755316,7.953559,4.967962,11.497448,-6.547131,-0.667308,-0.369203,11.932997,26.384033,18.261408,1.597029,-4.082030,-3.326518,-2.927460,14281.741880,2.077844,7.778996,-96.374406,19.471886,-120.344777,-2.446300,0.315568,-1.289464,-5.854086,2.192726,-4.744067,0.634805,2.423329,28.880675,8.717897,7.131911,-76.879869,2.957836,-1.246000,-2.093353,1.040337,-1.577898,0.592614,-0.973657,0.019132,5.715937,-194.110200,-3.971713,-2274.820433,-2.824887,-9.230687,5.115049,1.997168,2.662551,-0.439691,0.234465,-2.843242,4.098003,-0.892057,-4.037731,3.346993,16.439372,-20.212564,2.740303,0.963909,12.028585,0.909972,-23.182665,-2.545288,11.009407,55.789492,-5.318131,-0.766611,-0.428283,-2.353417,-1.753328,-55.964295,-1.740899,0.502409,3.385016,-1.624635,1.739421,4.941531,2.087000,-2.072496,728.324625,-5.050766,1.332520,25.091524,-10.327102,-32.980023,5.802927,-8.037463,-10.091033
180,0.000009,-4.160232,9.291734,-1.352995,13.403495,-2.392749,1.503844,0.715233,0.050542,-62.411124,-1.018021,-0.047172,2.802995,-49.589811,-12830.432941,-44.948453,0.429491,-0.606696,-1.523728,-5028.042281,0.322350,0.838745,-2.024379,1.632556,-1.700393,-1.817170,0.340962,-36.448341,30.970835,3.416433,-35.671857,-1.533067,-2.884532,1.281183,-9.916750,-1.117492,1826.576917,-1.013308,4.844993,-340.868672,-3.097623,90.073918,5.966784,3.446505,-8.411598,1.908609,9.175379,214.706812,17.218395,9.969952,-39.621683,1.440343,-1.197964,1.505989,-7.223886,2.375178,-17.664421,10.815556,-353.416455,-18.721938,1.654131,3.003493,-111.434947,3.051160,-17.609798,-2.774249,4.509761,-35.642420,-0.826090,44.428267,35.871873,7.018863,3.603992,-2.011666,-9.525958,0.471207,-2156.076162,500.643770,5.452138,37.850131,14.054318,3.127608,2.293940,4.994403,-1.323103,3207.325569,-2.586041,35.425870,-5.783210,6106.109841,3.297472,0.767839,43.429084,0.693649,0.622936,4.429640,18.931922,9.738328,5.204899,0.238304,0.954528,-3.950139,-8.682330,129.249386,-2.044140,1.754210,-9.427308,-0.758444,-12.938267,92.189219,-5.981320,-1.749045,-0.755424,7.953559,4.967938,11.497450,-6.547124,-0.667274,-0.369483,11.932993,26.384033,18.261408,1.597478,-4.082186,-3.326480,-2.927409,14281.741880,2.077788,7.778993,-96.374406,19.471885,-120.344777,-2.446306,0.315651,-1.289623,-5.854083,2.192789,-4.744056,0.628052,2.423144,28.880675,8.717897,7.131908,-76.879869,2.957799,-1.245976,-2.092871,1.040085,-1.577878,0.592745,-0.974017,0.019041,5.716147,-194.110200,-3.971964,-2274.820433,-2.825057,-9.230686,5.115091,1.997153,2.662690,-0.439734,0.234742,-2.843377,4.098001,-0.892084,-4.037557,3.347357,16.439372,-20.212563,2.740397,0.963603,12.028584,0.910256,-23.182665,-2.545214,11.009407,55.789492,-5.318137,-0.763432,-9.709162,-2.353962,-1.744207,-55.964295,-1.748763,0.501349,3.384900,-1.624620,1.739111,4.941664,2.087041,-2.072277,728.324625,-5.050754,1.332587,25.091524,-10.327080,-32.980023,5.802829,-8.037462,-10.091001
181,0.000010,-4.160051,9.291698,-1.352951,13.403497,-2.391845,1.504114,0.712463,0.050602,-62.411124,-1.017407,-0.046916,2.802804,-49.589810,-12830.432941,-44.948454,0.429252,-0.606932,-1.524339,-5028.042281,0.326094,0.838776,-2.027161,1.632480,-1.701557,-1.817023,0.337825,-36.448874,30.970835,3.418112,-35.671857,-1.533187,-2.884395,1.281210,-9.916755,-1.117420,1826.576917,-1.013368,4.845040,-340.868672,-3.097611,90.073918,5.966700,3.445105,-8.411614,1.908598,9.415574,214.706812,17.218395,9.969943,-39.621683,1.440453,-1.198068,1.505679,-7.223884,2.375627,-17.663866,10.815556,-353.416455,-18.721938,1.653768,3.004319,-111.434947,3.051233,-17.609938,-2.774307,4.509773,-35.642420,-0.826063,44.428267,35.871873,7.018862,3.603970,-2.011805,-9.525946,0.471743,-2156.076162,500.643770,5.452151,37.850131,14.054315,3.127322,2.293882,4.994151,-1.322297,3207.325569,-2.585989,35.425870,-5.783241,6106.109841,3.297516,0.767268,43.429084,0.695941,0.645914,4.429727,18.931927,9.738341,5.204836,0.238475,0.954506,-3.950218,-8.682311,129.249386,-2.044210,1.754084,-9.427398,-0.778006,-12.938266,92.189218,-5.981288,-1.749244,-0.755541,7.953558,4.967914,11.497452,-6.547118,-0.667238,-0.369491,11.932990,26.384033,18.261408,1.597943,-4.082344,-3.326441,-2.927358,14281.741880,2.077731,7.778990,-96.374406,19.471883,-120.344777,-2.446313,0.315734,-1.289810,-5.854080,2.192853,-4.744046,0.573784,2.422954,28.880675,8.717896,7.131905,-76.879869,2.957763,-1.245952,-2.092378,1.039833,-1.577852,0.592876,-0.974395,0.018949,5.716358,-194.110200,-3.972217,-2274.820433,-2.825229,-9.230685,5.115134,1.997138,2.662829,-0.439777,0.235019,-2.843514,4.097999,-0.892112,-4.037381,3.347719,16.439372,-20.212562,2.740493,0.963284,12.028583,0.910550,-23.182664,-2.545140,11.009407,55.789492,-5.318143,-0.746085,-9.941196,-2.354546,-1.805633,-55.964295,-1.682697,0.500148,3.384783,-1.624604,1.738801,4.941800,2.087083,-2.072057,728.324625,-5.050742,1.332655,25.091524,-10.327057,-32.980023,5.802730,-8.037462,-10.090966
182,0.000010,-4.159868,9.291727,-1.352907,13.403499,-2.390866,1.504383,0.707490,0.050661,-62.411124,-1.016762,-0.046658,2.802610,-49.589810,-12830.432941,-44.948454,0.429021,-0.607171,-1.524977,-5028.042281,0.335443,0.838810,-2.030882,1.632405,-1.697936,-1.816874,0.329799,-36.448886,30.970834,3.420207,-35.671857,-1.533308,-2.884257,1.281237,-9.917583,-1.117347,1826.576917,-1.013428,4.845087,-340.868672,-3.097600,90.073919,5.966617,3.443378,-8.411629,1.908587,9.421491,214.706812,17.218395,9.969935,-39.621683,1.440564,-1.198173,1.505364,-7.223883,2.376090,-17.663297,10.815555,-353.416455,-18.721938,1.653389,3.005170,-111.434947,3.051302,-17.610081,-2.774365,4.509786,-35.642420,-0.826035,44.428267,35.871873,7.018862,3.603948,-2.011946,-9.525924,0.472333,-2156.076162,500.643770,5.452165,37.850131,14.054312,3.127033,2.293823,4.993896,-1.321443,3207.325569,-2.585936,35.425871,-5.783272,6106.109841,3.297561,0.766704,43.429084,0.699806,0.646317,4.429725,18.931931,9.738354,5.204774,0.238647,0.954485,-3.950298,-8.682292,129.249386,-2.044251,1.753959,-9.427484,-0.778050,-12.938265,92.189218,-5.981256,-1.749446,-0.755658,7.953558,4.967889,11.497455,-6.547111,-0.667208,-0.369492,11.932986,26.384033,18.261407,1.598424,-4.082504,-3.326403,-2.927306,14281.741880,2.077674,7.778987,-96.374406,19.471881,-120.344777,-2.446319,0.315817,-1.290019,-5.854077,2.192917,-4.744036,0.572589,2.422759,28.880675,8.717896,7.131902,-76.879869,2.957727,-1.245928,-2.091872,1.039580,-1.577870,0.593005,-0.974790,0.018856,5.716572,-194.110200,-3.972475,-2274.820433,-2.825403,-9.230684,5.115177,1.997124,2.662969,-0.439820,0.235293,-2.843651,4.097997,-0.892137,-4.037203,3.348076,16.439373,-20.212561,2.740589,0.962953,12.028582,0.910852,-23.182664,-2.545065,11.009407,55.789492,-5.318149,-0.745994,-9.944562,-2.355178,-1.806911,-55.964295,-1.685517,0.498762,3.384665,-1.624588,1.738490,4.941937,2.087124,-2.071833,728.324625,-5.050730,1.332723,25.091524,-10.327032,-32.980023,5.802630,-8.037461,-10.090912
183,0.000010,-4.159683,9.291754,-1.352862,13.403501,-2.389793,1.504652,0.683626,0.050721,-62.411124,-1.016081,-0.046397,2.802415,-49.589810,-12830.432941,-44.948454,0.428792,-0.607412,-1.525630,-5028.042281,0.295933,0.838846,-2.036900,1.632329,-1.689409,-1.816724,0.364398,-36.448886,30.970834,3.423066,-35.671857,-1.533429,-2.884117,1.281264,-9.918287,-1.117274,1826.576917,-1.013489,4.845133,-340.868672,-3.097588,90.073919,5.966533,3.441054,-8.411644,1.908575,9.421559,214.706811,17.218395,9.969926,-39.621683,1.440678,-1.198278,1.505044,-7.223881,2.376566,-17.662713,10.815555,-353.416455,-18.721938,1.652994,3.006048,-111.434947,3.051368,-17.610228,-2.774424,4.509798,-35.642420,-0.826006,44.428267,35.871873,7.018861,3.603927,-2.012090,-9.525900,0.472996,-2156.076162,500.643770,5.452178,37.850131,14.054309,3.126740,2.293765,4.993637,-1.320531,3207.325569,-2.585884,35.425871,-5.783302,6106.109841,3.297605,0.766148,43.429084,0.717194,0.646162,4.429722,18.931936,9.738368,5.204711,0.238818,0.954463,-3.950378,-8.682273,129.249386,-2.044224,1.753833,-9.427571,-0.777610,-12.938264,92.189218,-5.981225,-1.749651,-0.755776,7.953558,4.967865,11.497457,-6.547104,-0.667178,-0.369493,11.932982,26.384033,18.261407,1.598923,-4.082666,-3.326364,-2.927255,14281.741880,2.077618,7.778984,-96.374406,19.471880,-120.344777,-2.446325,0.315899,-1.290254,-5.854074,2.192982,-4.744025,0.572707,2.422559,28.880674,8.717895,7.131899,-76.879869,2.957691,-1.245904,-2.091354,1.039327,-1.577884,0.593132,-0.975204,0.018761,5.716786,-194.110200,-3.972736,-2274.820433,-2.825579,-9.230683,5.115221,1.997109,2.663109,-0.439863,0.235566,-2.843790,4.097995,-0.892161,-4.037023,3.348430,16.439373,-20.212560,2.740687,0.962607,12.028582,0.911164,-23.182664,-2.544991,11.009407,55.789492,-5.318155,-0.746330,-9.942653,-2.355869,-1.806698,-55.964295,-1.696015,0.497123,3.384547,-1.624572,1.738178,4.942077,2.087165,-2.071607,728.324625,-5.050718,1.332790,25.091524,-10.327007,-32.980023,5.802529,-8.037460,-10.090856
