step,"time, s",x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80,x81,y81,x82,y82,x83,y83,x84,y84,x85,y85,x86,y86,x87,y87,x88,y88,x89,y89,x90,y90,x91,y91,x92,y92,x93,y93,x94,y94,x95,y95,x96,y96,x97,y97,x98,y98,x99,y99
10,0.000010,1.447762,1.708556,-0.900043,1.147428,-2.217975,2.280012,0.804607,1.917635,-1.984599,-1.183174,-0.137813,1.204536,2.219479,-12830.432941,-43.841746,1.090606,-0.209378,1.060834,-0.161809,0.400535,0.877265,-0.301523,-0.040050,-0.591296,-1.716168,0.318794,0.157173,2.081270,1.048938,0.633504,-1.016146,1.566789,1.256261,0.811488,2.160973,-0.557557,-1.084646,1.510535,0.646121,0.890223,-0.422137,1.327468,3.458655,-1.613385,1.936712,-0.931987,1.077187,-0.899670,1.191293,0.555621,1.983141,1.564704,1.478316,-1.658712,-0.506994,0.891151,-0.293154,0.445464,-18.721910,-0.093938,-0.866552,0.136040,2.092069,-17.599437,-2.596697,1.558848,-35.619568,-0.871271,43.300562,1.376207,0.193368,-1.646945,-2.030926,-9.530420,0.266898,-0.678086,-0.063430,5.370563,-1.238220,0.018035,2.085872,-0.004182,0.764829,-1.405214,3207.325569,-2.043297,-0.631786,0.167222,0.004156,3.079497,0.174587,0.227146,0.713205,0.679753,-1.645860,2.004992,2.037561,5.377247,-0.180858,0.849523,-2.006767,1.684885,-0.524133,-3.010603,2.775778,-9.415456,-1.631462,-6.776675,0.753313,-0.813015,-1.606574,-1.332167,1.560348,1.840421,0.973726,-1.383225,-1.418663,1.774905,11.926558,26.384029,18.261450,1.249624,0.117983,-3.333428,-2.934664,14281.741880,-0.143381,2.741927,-0.488546,-0.100587,-0.330753,-1.865386,0.698892,0.119975,0.739023,2.186027,-4.745084,-0.587690,0.491138,-1.748340,8.717972,7.132397,-1.078777,1.579088,-0.790734,0.108232,-0.820463,-0.641028,0.567962,-1.520912,-2.108578,-1.204228,0.858649,-3.967484,-2274.820433,-2.815795,1.351406,1.629517,0.626724,0.563894,1.611334,0.372565,-2.087131,-0.246430,-0.949362,-0.131980,0.432418,-0.314454,-0.292893,1.494707,-0.992286,8.625488,0.848338,-1.741969,-0.849224,-1.180827,1.685699,-2.356672,-0.763373,-1.680980,-0.374538,0.705846,1.726185,-0.378040,-1.010140,0.974298,-1.455127,0.790488,4.990381,0.821301,-1.821948,-0.284833,0.081279,-0.499418,-1.380372,-1.316685,-1.183442,1.015057,-8.037597,-6.818878
11,0.000010,1.448408,1.706498,-0.899669,1.147048,-2.217786,2.279916,0.804434,1.917456,-1.987185,-1.026276,-0.154450,1.204934,2.218770,-12830.432941,-44.920785,1.090067,-0.208943,1.059900,-0.160182,0.399271,0.872968,-0.299792,-0.041706,-0.544586,-1.715999,0.319118,0.160381,2.081143,1.049241,0.634356,-1.004318,1.207112,1.256198,0.808306,2.160728,-0.559945,-1.071858,1.508170,0.646250,1.363455,-0.421732,1.327133,3.458643,-1.614343,1.937594,-0.931390,1.075619,-0.899438,1.191556,0.558651,1.983374,1.694119,1.476935,-1.654398,-0.506086,-0.899287,10.537942,0.445330,-18.721909,-0.126238,-0.863784,0.133299,2.055943,-17.599436,-2.596674,1.615363,-35.641897,-0.871348,44.400085,1.376388,0.190464,-1.650634,-2.028933,-9.530393,0.266612,-0.676595,-0.060553,5.381950,-1.237662,0.015161,2.127956,-0.001866,0.753173,-1.404735,3207.325569,-2.043202,-0.631679,0.166534,0.003070,3.079478,0.176015,0.226878,0.710573,0.681364,-1.643551,2.004793,2.038234,5.357146,-0.177938,0.848491,-2.006773,1.686914,-0.521421,-3.010583,2.775748,-9.415514,-1.632484,-6.780985,0.753774,-0.813011,-1.607539,-1.327073,1.560545,1.840215,0.973721,-1.383210,-1.417955,1.778170,11.933220,26.384029,18.261450,1.252790,0.118291,-3.333407,-2.934644,14281.741880,-0.130207,2.741910,-0.490109,-0.065841,-0.330145,-1.865119,0.706195,0.118392,0.743846,2.186043,-4.745079,-0.711012,0.491448,-1.711356,8.717970,7.132398,-1.107810,1.567053,-0.792279,0.114896,-0.821244,-0.640884,0.568284,-1.521113,-2.107980,-1.201190,0.844026,-3.967474,-2274.820433,-2.815841,1.351395,1.642005,0.631016,0.553951,1.611402,0.373761,-2.088971,-0.246736,-0.949508,-0.129267,0.432795,-0.313725,-19.714717,1.499100,-0.993844,8.625487,0.854208,-1.767279,-0.848972,-1.304381,1.686320,-2.356640,-0.764658,-1.679348,-0.374414,0.703815,1.725257,-0.377977,-1.022610,0.975039,-1.454771,0.794431,4.990376,0.805243,-1.821840,-0.284974,0.081809,-0.500130,-1.380937,-1.319235,-1.183648,1.015184,-8.037596,-6.818638
12,0.000009,1.449155,1.693388,-0.899329,1.146984,-2.217599,2.279819,0.804360,1.917256,-1.990478,-1.022236,-0.187884,1.329891,2.218002,-12830.432941,-44.947761,1.089531,-0.208210,1.060653,-0.144897,0.398525,0.867384,-0.297342,-0.044404,-0.549925,-1.715833,0.319440,0.164719,2.081011,1.049685,0.635194,-0.996801,1.094510,1.256078,0.730897,2.159639,-0.553442,-1.071448,1.499167,0.646023,1.381565,-0.421429,1.328456,3.458631,-1.615337,1.938523,-0.930437,1.073828,16.765487,1.191826,0.550282,1.983705,1.685308,1.475336,-1.608331,-0.504720,-17.285491,10.808719,0.444690,-18.721910,-0.246015,-0.859666,0.129059,2.053501,-17.599436,-2.596652,1.617800,-35.642455,-0.871970,44.427573,1.366504,0.185561,-1.693838,-2.026504,-9.530365,0.266335,-0.675719,-0.055969,5.381404,-1.237088,0.010205,2.130092,0.002138,4.806866,-1.403807,3207.325569,-2.043105,-0.631565,0.165857,0.001994,3.079459,0.178710,0.226607,0.668700,0.683695,-1.639703,2.004570,2.043101,5.358347,-0.173794,0.846787,-2.006641,1.720140,-0.518042,-3.010562,2.775719,-9.415571,-1.634834,-6.781458,-0.310680,-0.813036,-1.608554,-1.305351,1.560748,1.839934,0.973718,-1.383475,-1.417806,1.777706,11.933385,26.384029,18.261450,1.252692,0.118607,-3.333386,-2.934624,14281.741880,-0.131651,2.741892,-0.492402,-0.065093,-0.330970,-1.864825,0.780933,0.081132,0.761605,2.186056,-4.745075,-0.712752,0.491760,-1.709875,8.717970,7.132396,-1.107843,1.566618,-0.793979,0.183713,-0.822126,-0.641620,0.568603,-1.521305,-2.107288,-1.201298,0.856965,-3.967464,-2274.820433,-2.815852,1.351383,1.643223,0.637970,0.585330,1.611468,0.375286,-2.091478,-0.247037,-0.949679,0.044049,0.433177,-0.312973,-20.200261,1.511106,-0.999152,8.625485,0.846869,-1.767423,-0.849069,-1.314231,1.687010,-2.356609,-0.765970,-1.678302,-0.374621,0.700994,1.724258,-0.377927,-1.020260,0.976114,-1.453985,0.807627,4.990372,0.951516,-1.821733,-0.285153,0.082371,-0.501387,-1.381568,-1.325233,-1.183858,1.015510,-8.037594,-6.818327
13,0.000010,1.450052,1.670384,-0.899016,1.146410,-2.217411,2.279721,0.803600,1.917053,-1.995244,-1.022056,-0.189123,0.595555,2.217227,-12830.432941,-44.948435,1.112655,-0.206778,1.062027,-0.142194,0.397545,0.856762,-0.292833,-0.052096,-0.670760,-1.715669,0.319747,0.170964,2.080879,1.050257,0.636092,-1.156757,1.039487,1.255960,0.726862,2.158227,-0.422599,-1.071346,1.504053,0.645710,1.375744,-0.420980,1.569676,3.458619,-1.603045,1.939478,-0.930237,1.071706,17.207110,1.192110,0.550368,1.984032,1.705966,1.473420,-1.638582,-0.500955,-17.695162,10.815488,0.444031,-18.721910,-0.399565,-0.851273,0.129373,2.048759,-17.599432,-2.596629,1.619046,-35.642469,-0.871622,44.428260,1.371578,0.164129,-1.696838,-2.023388,-9.530338,0.266050,-0.674653,-0.043751,5.380430,-1.236495,-0.010227,2.131598,0.021838,4.908224,-1.402772,3207.325569,-2.043009,-0.631440,0.167120,0.000896,3.079439,0.192188,0.226132,0.664512,0.688444,-1.621030,2.004345,2.057954,5.360347,-0.175078,0.845935,-2.006063,1.717866,-0.513318,-3.010541,2.775690,-9.415629,-1.650601,-6.781851,-0.340419,-0.812952,-1.609608,-1.319068,1.560957,1.839641,0.973747,-1.383840,-1.417661,1.777062,11.933388,26.384029,18.261449,1.253040,0.118904,-3.333365,-2.934604,14281.741880,-0.137942,2.741874,-0.496315,-0.064436,-0.328300,-1.864527,0.783900,0.079323,0.764764,2.186069,-4.745070,-0.711593,0.492051,-1.706998,8.717969,7.132394,-1.107171,1.566436,-0.795842,0.182335,-0.823107,-0.642475,0.568906,-1.521527,-2.106400,-1.201490,0.842469,-3.967454,-2274.820433,-2.815862,1.351375,1.644299,0.663236,0.586238,1.611534,0.377202,-2.095333,1.271007,-0.949845,0.047184,0.433543,-0.311906,-20.212398,1.504559,-0.892847,8.625484,0.852890,-1.766912,-0.850789,-1.317059,1.687786,-2.356578,-0.767280,-1.681633,-0.374476,0.697616,1.723173,-0.377821,-1.017257,0.976203,-1.453158,0.807591,4.990356,0.956210,-1.821625,-0.284476,0.082939,-0.502651,-1.382232,-1.316741,-1.184080,1.015767,-8.037593,-6.818002
14,0.000010,1.451184,1.670375,-0.875357,1.145195,-2.217224,2.279622,0.802167,1.916843,-2.005446,-1.021968,-0.190060,0.575673,2.216450,-12830.432941,-44.948452,1.113588,-0.204860,1.060721,-0.117029,0.396131,0.753470,-0.284099,-0.037139,-0.755606,-1.715490,0.320057,0.159025,2.080744,1.051007,0.636672,-1.162624,1.036665,1.255840,0.724199,2.156424,-0.415704,-1.071605,4.391140,0.650213,1.302944,-0.420404,1.534519,3.458607,-1.603281,1.940461,-0.930047,1.069019,17.218150,1.192400,0.550897,1.984357,1.712755,1.470994,-1.638760,-0.441578,-17.705227,10.815658,0.443384,-18.721910,-0.403434,2.886208,0.129792,2.054579,-17.599476,-2.596607,1.619831,-35.642469,-0.871225,44.428277,1.460545,0.165817,-1.704771,-2.019061,-9.530311,0.265748,-0.566693,-0.066437,5.379141,-1.235809,-0.009354,2.133508,0.023031,4.910852,-1.401613,3207.325569,-2.042912,-0.631318,0.169043,-0.000242,3.079420,0.191538,0.225645,0.542441,0.705236,-1.616482,2.004116,2.039333,5.362996,-0.176814,0.845058,-2.002919,1.706163,-0.505403,-3.010521,2.775660,-9.415687,-1.650434,-6.782257,-0.334791,-0.812820,-1.612889,-0.875173,1.561171,1.839332,0.973776,-1.384381,-1.417503,1.776346,11.933386,26.384029,18.261449,1.253548,0.119281,-3.333344,-2.934584,14281.741880,-0.199381,2.741855,-0.518583,-0.063664,-0.338976,-1.864229,0.785890,0.078011,0.767773,2.186081,-4.745066,-0.709457,0.492341,-1.699949,8.717968,7.132393,-1.106795,1.711077,-0.797971,0.177882,-0.824353,-0.645838,0.569207,-1.521771,-2.104854,-1.201681,0.854897,-3.967444,-2274.820433,-2.815872,1.351366,1.646095,1.528449,0.592102,1.611597,0.379812,-2.103618,1.304365,-0.949143,0.045631,0.433909,-0.311518,-20.212701,-2.334567,-0.913732,8.625482,0.848047,-1.766385,-2.555520,10.701371,1.688669,-2.356546,-0.768618,-1.685718,-0.373490,0.682109,1.721975,-0.381828,-1.017197,0.975752,-1.452295,0.807234,4.990295,0.957778,-1.821515,-0.285338,0.083540,-0.502383,-1.382928,-10.103342,-1.183561,1.016828,-8.037592,-6.817663
15,0.000010,1.452800,1.671230,-0.874867,1.143803,-2.217047,2.279525,0.799575,1.916638,-1.843224,-1.021818,-0.197471,0.575211,2.215674,-12830.432941,-44.948453,1.114110,-0.187219,1.059358,-0.115990,0.393673,0.753927,-0.703623,-0.037521,-0.757773,-1.715314,0.320363,0.173250,2.080613,1.052113,0.637489,-1.166195,1.033784,1.255723,0.719397,2.153902,-0.403894,-1.071905,4.463314,0.650126,1.378069,-0.420579,1.533585,3.458594,-1.603863,1.941473,-0.929619,1.065222,17.218426,1.192700,0.551969,1.984691,1.534321,1.467649,-1.638180,-0.436666,-17.705334,10.815662,0.442739,-18.721910,-0.410645,2.979597,0.130221,2.052562,-17.599513,-2.596065,1.621298,-35.642469,-0.909451,44.428277,1.463001,0.165532,-1.659077,-2.011382,-9.530287,0.265454,-0.564153,-0.065440,5.377153,-1.235106,-0.007937,2.136194,0.024252,4.911019,-1.400634,3207.325569,-2.042829,-0.631156,0.175122,-0.001723,3.079402,0.190457,0.225166,0.540889,0.706976,-1.570063,2.003892,2.045512,5.367084,-0.180977,0.844151,-2.110576,1.758525,-0.512952,-3.010499,2.775664,-9.415747,-1.649911,-6.782681,-0.400931,-0.812464,-1.643516,-0.841787,1.561212,1.839024,0.973815,-1.385760,-1.417336,1.775572,11.933385,26.384029,18.261449,1.254081,0.119668,-3.333323,-2.934559,14281.741880,-0.214606,2.741838,-0.512847,-0.062887,-0.257016,-1.863943,0.789015,0.076660,0.771202,2.186097,-4.745061,-0.709842,0.493138,-1.725471,8.717967,7.132391,-1.106369,2.223594,-0.799904,0.164003,-0.824038,-0.645985,0.567333,-1.522081,-2.002040,-1.201664,0.823005,-3.967434,-2274.820433,-2.815879,1.351364,1.648679,1.550270,0.590878,1.611629,0.383987,-2.786602,0.541114,-0.948298,0.043347,0.434367,-0.311077,-20.212707,-2.433380,-0.914328,8.625481,0.862314,-1.765878,-2.598243,11.001831,1.689686,-2.354989,-0.769761,-1.692432,-0.372363,0.684555,1.720624,-0.386562,-1.017250,0.974827,-1.451400,0.806870,4.990228,0.959507,-1.821409,-0.264004,0.084156,-0.502321,-1.383670,-10.323003,-1.182479,1.018405,-8.037590,-6.817311
16,0.000010,1.455644,1.670048,-0.874914,1.142190,-2.216881,2.279293,0.793246,1.916455,-1.837754,-1.021664,-0.193499,0.574998,2.214903,-12830.432941,-44.948452,1.114742,-0.190292,1.057944,-0.115560,0.385957,0.756396,-0.729793,-0.038382,-0.757966,-1.715133,0.320665,0.165711,2.080510,1.054264,0.638284,-1.172055,1.028144,1.255602,0.708902,2.149548,-0.434067,-1.072224,4.465115,0.649935,1.380102,-0.418006,4.414930,3.458581,-1.604589,1.942514,-0.928564,1.058093,17.218433,1.193007,0.551855,1.985011,-1.277822,1.461593,-1.638646,-0.429576,-17.705192,10.815662,0.442108,-18.721910,-0.375914,2.981910,0.130726,2.042249,-17.599550,-2.780901,1.622208,-35.642469,-0.911199,44.428277,1.463449,0.167803,-1.656754,-1.999268,-9.530262,0.265162,-0.564227,-0.063652,5.372080,-1.234396,-0.006416,2.140863,0.026351,4.911125,-1.399293,3207.325569,-2.042743,-0.630988,0.171446,-0.003317,3.079383,0.189128,0.224672,0.542348,0.713618,-1.568972,2.003687,2.077986,5.377533,-0.198244,0.843214,-2.113129,1.762116,126.005328,-3.010477,2.775646,-9.415807,-1.635342,-6.783124,-0.405274,-0.812535,-1.654902,-0.839061,1.559832,1.838720,0.973845,-1.387603,-1.417157,1.771804,11.933383,26.384028,18.261448,1.254036,0.120056,-3.333302,-2.934525,14281.741880,-0.213017,2.741821,-93.977868,-0.062116,-0.254587,-1.863650,0.797759,0.075291,0.775312,2.186424,-4.745057,-0.709388,0.494023,-1.726249,8.717967,7.132389,-1.105888,2.236354,-0.802314,0.172155,-0.823540,-0.646072,0.565331,-1.522398,-2.008134,-1.201642,0.820413,-3.967424,-2274.820433,-2.815885,1.351359,1.650895,1.554889,0.589113,1.611635,0.395953,-2.803690,0.528478,-0.947380,0.039839,0.434832,-0.311302,-20.212707,-2.435605,-0.914530,8.625479,0.861760,-1.765069,-2.551860,11.009342,1.690893,-2.355042,-0.770902,-1.692805,-0.374846,0.688042,1.719067,-0.394352,-1.017308,0.973012,-1.450473,0.806512,4.990161,0.961689,-1.822685,-0.263666,0.084791,-0.502302,-1.384463,-10.328492,-1.180492,1.021059,-8.037589,-6.816942
17,0.000010,1.473121,1.668529,-0.875001,1.140294,-2.216713,2.278967,0.833427,1.916294,-1.834709,-1.021534,-0.140520,0.575006,2.214137,-12830.432941,-44.948452,1.115557,-0.240354,1.056504,-0.115133,0.393387,0.758826,-0.731019,-0.039519,-0.758100,-1.714940,0.320970,0.316250,2.080415,1.079977,0.639061,-1.193844,0.998019,1.255479,0.768909,2.131117,-0.433611,-1.072570,4.464553,0.649745,1.380192,-0.411159,4.487350,3.458568,-1.605342,1.943599,-0.927212,0.975839,17.218432,1.193320,0.552767,1.985385,-1.348005,1.423841,-1.639604,-0.415060,-17.705044,10.815662,0.441451,-18.721910,-0.379261,2.981946,0.131236,2.042140,-17.599587,-2.785848,1.623489,-35.642469,-0.912474,44.428277,1.463228,0.154695,-1.654886,-2.012248,-9.530236,0.264875,-0.564359,-0.061319,5.389060,-1.233686,-0.004824,2.160630,0.031587,4.911231,-1.396948,3207.325569,-2.042654,-0.630996,1.130034,-0.004996,3.079367,0.187498,0.224175,0.544489,0.645530,-1.569015,2.003495,2.078011,5.342497,-0.169681,0.842240,-2.113074,1.769833,129.168285,-3.010455,2.775627,-9.415866,-1.636609,-6.783589,-0.413895,-0.812775,-1.654330,-0.836698,1.552161,1.838451,0.973876,-1.390402,-1.416959,1.760312,11.933381,26.384028,18.261448,1.253935,0.120447,-3.333280,-2.934483,14281.741880,-0.210776,2.741805,-96.314494,-0.061354,-0.254056,-1.863353,0.749155,0.073929,0.780506,2.186634,-4.745052,-0.709834,0.494918,-1.726502,8.717966,7.132387,-1.105353,2.236936,-0.805609,-1.993202,-0.822803,-0.646159,0.562645,-1.522690,-1.998708,-1.201889,0.817997,-3.967414,-2274.820433,-2.815891,1.351353,1.654378,1.574844,0.586768,1.611638,0.385598,-2.803735,0.529636,-0.946409,0.032263,0.435296,-0.311658,-20.212706,-2.435427,-0.914809,8.625478,0.860869,-1.764188,-2.550680,11.009528,1.692391,-2.355127,-0.772076,-1.693078,-0.377291,0.693138,1.717204,-0.390826,-1.017379,0.968671,-1.449505,0.806157,4.990094,0.965209,-1.825543,-0.263872,0.085453,-0.502195,-1.385315,-10.328627,-1.172388,1.033132,-8.037588,-6.816556
18,0.000018,1.473399,1.665700,-0.875098,1.127655,-2.216544,2.278627,0.833130,1.916132,-1.826888,-1.021398,-0.137457,0.575496,2.213271,-12830.432941,-44.948452,1.121846,-0.247120,1.054040,-0.115349,0.381605,0.751227,-0.731912,-0.041231,-0.758231,-1.714744,0.321351,0.319493,2.080319,1.080594,0.673124,-1.191710,0.997752,1.255351,0.770852,2.131974,-0.432438,-1.072944,4.467461,0.649584,1.380219,-0.632128,4.487267,3.458554,-1.606115,1.944722,-0.925404,0.891523,17.218432,1.193621,0.553898,1.985765,-1.350110,1.423344,-1.641405,0.765098,-17.704895,10.815662,0.440803,-18.721911,-0.389525,2.981925,0.130840,2.042290,-17.599625,-2.786491,1.624759,-35.642469,-0.914357,44.428277,1.462978,0.154496,-1.652151,-2.006917,-9.530211,0.264640,-0.564495,-0.058066,5.389244,-1.232874,-0.003214,2.159696,2.429591,4.911336,-1.388954,3207.325569,-2.042368,-0.631008,1.156393,-0.006774,3.079350,0.186792,0.224235,0.548128,0.615525,-1.569085,2.003302,2.077323,5.342099,-0.168407,0.841101,-2.112952,1.761916,129.247359,-3.010432,2.775608,-9.415926,-1.638630,-6.784077,-0.510465,-0.813218,-1.653208,-0.833838,1.552386,1.838179,1.071669,-1.398621,-1.416732,1.771615,11.933379,26.384028,18.261448,1.253763,0.121094,-3.333259,-2.934441,14281.741880,-0.211734,2.741790,-96.372909,-0.060627,-0.250703,-1.863085,0.748859,0.072419,0.780699,2.186839,-4.745048,-0.710315,0.495813,-1.726812,8.717965,7.132385,-1.104774,2.237236,-0.810827,-2.047348,-0.821472,-0.646245,0.558296,-1.522957,-2.002594,-1.201948,0.822496,-3.967404,-2274.820433,-2.815895,1.351381,1.660961,1.574945,0.583404,1.611595,0.403740,-2.803084,0.531251,-0.945359,-2.997904,0.435755,-0.312014,-20.212705,-2.435185,-0.915180,8.625476,0.859007,-1.763264,-2.550630,11.009532,1.694374,-2.355211,-0.773240,-1.693409,-0.379904,0.692475,1.714823,-0.379694,-1.017456,0.913856,-1.448486,0.805014,4.990026,0.997015,-1.833468,-0.264098,0.086172,-0.502090,-1.386230,-10.328628,-1.173573,1.034141,-8.037586,-6.816150
19,0.000011,1.473255,1.640490,-0.875187,1.090298,-2.216375,2.278340,0.828757,1.915975,-1.841453,-1.021265,-0.135016,0.578029,2.212394,-12830.432941,-44.948452,1.149963,-0.335768,1.050229,-0.115830,0.382922,0.607277,-0.732992,-0.044451,-0.758362,-1.714549,0.321791,0.319127,2.080235,1.076658,0.677252,-1.187588,-0.231016,1.255215,0.771503,2.133549,-0.431174,-1.073342,4.471405,0.649461,1.380245,0.227660,4.484759,3.458541,-1.606907,1.945884,-0.922354,0.887473,17.218432,1.193914,0.555283,1.986141,-1.350569,1.423757,-1.646184,0.793281,-17.704745,10.815662,0.440027,-18.721911,-0.377162,2.981903,0.130677,2.042461,-17.599662,-2.787106,1.626012,-35.642469,-0.917963,44.428277,1.462727,0.154615,-1.646531,-1.950939,-9.530185,0.264410,-0.564641,-0.052356,5.389014,-1.232051,-0.003419,2.158011,2.489463,4.911442,-1.391198,3207.325569,-2.061674,-1.841589,1.154808,-0.008624,3.079331,0.186084,0.224376,0.560311,0.614687,-1.569154,2.003118,2.076524,5.342555,-0.167775,0.839959,-2.112830,1.769333,129.249336,-3.003424,2.775588,-9.415986,-1.641606,-6.784594,-0.512967,-0.814041,-1.651407,-0.830050,1.552815,1.837908,1.089220,-1.394183,-1.416464,1.760530,11.933378,26.384028,18.261447,1.253554,0.121795,-3.333227,-2.934398,14281.741880,-0.212671,2.741761,-96.374370,-0.060195,-0.204419,-1.862805,0.756899,0.072285,0.779087,2.187068,-4.745043,-0.710816,0.496707,-1.727201,8.717964,7.132383,-1.104119,2.237582,-0.824672,-2.033047,-0.817429,-0.646335,0.544465,-1.523222,-2.043116,-1.202003,0.832192,-3.967393,-2274.820433,-2.815933,1.351408,1.720387,1.574542,0.576143,1.611542,0.402806,-2.802301,0.533033,-0.944198,-3.080300,0.436216,-0.312388,-20.212704,-2.434942,-0.915655,8.625475,0.857065,-1.762280,-2.550608,11.009531,1.697372,-2.355297,-0.774314,-1.693803,-0.379935,0.689242,1.711360,-0.396334,-1.017528,0.912617,-1.447410,0.803649,4.989958,2.084765,-1.818127,-0.264352,0.086918,-0.501999,-1.387221,-10.328625,-1.175529,1.035000,-8.037585,-6.815721
20,0.000010,1.473093,1.638919,-0.875318,1.089130,-2.216194,2.277998,0.890186,1.915841,-60.896892,-1.021132,-0.131910,0.524103,2.211515,-12830.432941,-44.948452,1.196652,-0.338553,1.044280,-0.116724,0.384966,0.603582,-0.734333,-0.060866,-0.758484,-1.714428,0.322227,0.318489,2.112775,1.078578,0.686540,-1.177417,-0.262414,1.255074,0.772237,2.135691,-0.429605,-1.073787,4.480025,0.649284,1.380281,0.249304,4.479185,3.458528,-1.607716,1.947090,-0.904346,0.885113,17.218432,1.194210,0.556808,1.986512,-1.350998,1.424207,-7.086740,0.793088,-17.704595,10.815662,0.439217,-18.721911,-0.380845,2.981880,0.130513,2.042649,-17.599700,-2.787830,1.632467,-35.642469,-0.942119,44.428277,1.462485,0.155053,3.475388,-1.949469,-9.530160,0.263057,-0.564783,-0.026159,5.388767,-1.231240,-0.003692,2.155731,2.490910,4.911549,-1.425936,3207.325569,-2.061500,34.494163,1.099814,-0.010505,3.079310,0.186212,0.224514,0.555531,0.614510,-1.569239,2.003032,2.075604,5.343047,-0.167767,0.838759,-2.112603,1.759913,129.249386,-3.003410,2.775569,-9.416046,-1.648109,-6.785142,-0.512937,-0.815824,-1.647151,-0.823920,1.553284,1.837636,1.082082,-1.350443,-1.416146,1.773614,11.933376,26.384028,18.261447,1.253345,0.122673,-3.333189,-2.934355,14281.741880,-0.195648,2.741722,-96.374406,-0.059783,-0.209612,-1.862527,0.758440,0.072176,0.780192,2.187227,-4.745039,-0.711330,0.497649,-1.727688,8.717964,7.132381,-1.103390,2.237902,-0.795671,-2.033067,-0.826692,-0.646420,0.549451,-1.523485,-2.044192,-1.202057,0.748501,-3.967382,-2274.820433,-2.815957,1.351435,1.722546,1.574038,0.714203,1.611483,0.400834,-2.801355,0.534912,-0.942931,-3.082175,0.436644,-0.312694,-20.212703,-2.434697,-0.916321,8.625473,0.854733,-1.761225,-2.550584,11.009530,1.703939,-2.355383,-0.775535,-1.694258,-0.379616,0.680726,1.704096,-0.393662,-1.017622,0.912534,-1.446282,0.802078,4.989890,2.108696,-1.820825,-0.264078,0.087760,-0.501901,-1.388315,-10.328623,-1.179830,1.037971,-8.037584,-6.815265
21,0.000010,1.472922,1.633593,-0.875364,1.097863,-2.216024,2.277640,0.875728,1.915701,-62.373278,-1.020986,-0.126902,0.524732,2.210638,-12830.432941,-44.948452,1.198044,-0.339310,1.006396,-0.118372,0.388183,0.603181,-0.736043,-0.060512,-0.758591,-1.714199,0.322661,0.317716,2.073384,1.104428,0.646722,-1.440861,-0.496012,1.254930,0.773114,2.139029,-0.427958,-1.074271,2.325840,0.649146,1.380314,0.256163,5.871141,3.458514,-1.607715,1.948344,-0.903777,0.922616,17.218431,1.194513,0.556512,1.986875,-0.322609,1.424673,-7.222741,0.790236,-17.704444,10.815663,0.438431,-18.721911,-0.389412,2.981858,0.130349,2.042861,-17.599737,-2.788737,1.664726,-35.642469,-0.942292,44.428277,1.462239,0.155386,3.603422,-1.949497,-9.530134,0.254755,-0.564925,-0.023250,5.388511,-1.230417,-0.003975,2.152180,2.490898,4.911656,-1.426638,3207.325569,-2.060838,35.402557,1.089912,-0.015511,3.079293,0.185854,0.224653,0.520920,0.614782,-1.569300,2.002903,2.074541,5.343555,-0.167988,0.837546,-2.112390,1.763134,129.249387,-3.003563,2.775550,-9.416105,-0.991087,-6.785735,-0.512843,-0.824522,-2.114888,-0.801029,1.553801,1.837354,0.983930,-6.417249,-1.415731,1.768111,11.933374,26.384028,18.261447,1.252921,0.123538,-3.333150,-2.934313,14281.741880,-0.200589,2.741684,-96.374407,-0.059354,-0.207091,-1.862277,0.752438,0.072071,0.780466,2.187334,-4.745034,-0.711857,0.498583,-1.728486,8.717963,7.132379,-1.102555,2.238227,-0.795630,-2.033460,-0.826843,-0.646502,0.587642,-1.523653,-2.044339,-1.202107,0.755259,-3.967371,-2274.820433,-2.815981,1.351460,1.723437,1.573417,0.715267,1.611419,0.397179,-2.800151,0.532298,-0.941476,-3.082047,0.437060,-0.312840,-20.212702,-2.434452,-0.917200,8.625472,0.855526,-1.760174,-2.550564,11.009530,54.437359,-2.355473,-0.777517,-1.695289,-0.379241,0.716109,-54.522592,-0.385077,-1.017717,0.912484,-1.445071,0.800250,4.989822,2.113243,-1.820782,-0.050850,0.088590,-0.501808,-1.389518,-10.328620,-1.078792,1.053453,-8.037582,-6.814787
